"INGREDIENT_ID","INGREDIENT_DATA_CATEGORY","INGREDIENT_NAME","INGREDIENT_CATEGORY","INGREDIENT_DESC","CALORIE","CARB","FAT","PROTEIN"
E2300103,樣品基本資料,"日本甜蔥：蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",蔬菜類,"生鮮,去頭,尾部及外葉,混合均勻打碎",0.33,0.07,0.0,0.01
E2300104,樣品基本資料,"宜蘭粉蔥：蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",蔬菜類,"生鮮,去頭,尾部及外葉,混合均勻打碎",0.27,0.05,0.0,0.01
E2400101,樣品基本資料,"白洋蔥：玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",蔬菜類,"生鮮,去頭部及外皮,混合均勻打碎",0.42,0.1,0.0,0.01
E2400201,樣品基本資料,"紫洋蔥：玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",蔬菜類,"生鮮,去頭部及外皮,混合均勻打碎",0.32,0.07,0.0,0.0
E2400301,樣品基本資料,"黃洋蔥：玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",蔬菜類,"生鮮,去頭部及外皮,混合均勻打碎",0.42,0.09,0.0,0.01
E2500101,樣品基本資料,"紅蔥頭：油蔥頭,珠蔥頭,分蔥頭,大頭蔥頭,四季蔥頭",蔬菜類,"生鮮,去蒂頭及外皮,混合均勻打碎",0.75,0.16,0.0,0.03
E2600101,樣品基本資料,"韮菜花：花韮菜,韮花(韮/韭通用)",蔬菜類,"生鮮,混合均勻打碎",0.24,0.04,0.0,0.01
E2600201,樣品基本資料,"韮菜：韮,塊莖蒜,起陽草(韮/韭通用)",蔬菜類,"生鮮,去蒂頭,混合均勻打碎",0.23,0.03,0.0,0.01
E2600301,樣品基本資料,"韮菜黃：韮黃,黃韮菜,白韮菜,軟化韮菜(韮/韭通用)",蔬菜類,"生鮮,去蒂頭,混合均勻打碎",0.16,0.02,0.0,0.01
E2700101,樣品基本資料,"九層塔：千層塔,羅勒,家佩蘭,零陵菜,香菜(草),薰草,西王母菜,塞香菜,光明子,醒頭香",蔬菜類,"生鮮,去粗梗,混合均勻打碎",0.28,0.04,0.0,0.02
E2800101,樣品基本資料,小麥苗,蔬菜類,"生鮮,混合均勻打碎",0.34,0.05,0.0,0.03
E2900101,樣品基本資料,水菜(日本種),蔬菜類,"生鮮,去根部,混合均勻打碎",0.11,0.01,0.0,0.01
E30001,樣品平均值,"甘藍平均值：高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",蔬菜類,"生鮮,去粗莖,數棵混合均勻打碎",0.23,0.04,0.0,0.01
E3000101,樣品基本資料,"梨山甘藍(尖球形)：高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",蔬菜類,"生鮮,尖球形,去粗莖,混合均勻打碎",0.24,0.05,0.0,0.01
E3000102,樣品基本資料,"甘藍(扁圓形)：高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",蔬菜類,"生鮮,扁圓形,去粗莖,混合均勻打碎",0.21,0.04,0.0,0.01
E3000103,樣品基本資料,"甘藍(圓球形)：高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",蔬菜類,"生鮮,圓球形,去粗莖,混合均勻打碎",0.24,0.04,0.0,0.01
E3000201,樣品基本資料,"紫色甘藍：紫甘藍,紫色高麗菜,紅色高麗菜,紅玻璃菜,紅玉菜",蔬菜類,"生鮮,紫色種,去粗莖,混合均勻打碎",0.28,0.05,0.0,0.01
E3000301,樣品基本資料,甘藍芽：高麗菜芽,蔬菜類,"生鮮,混合均勻打碎",0.33,0.05,0.0,0.02
E3000401,樣品基本資料,"冷凍甘藍：高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",蔬菜類,混合均勻打碎,0.2,0.04,0.0,0.01
E3010101,樣品基本資料,脫水甘藍,蔬菜類,"生,混合均勻打碎(挑去木耳及胡蘿蔔)",3.41,0.82,0.0,0.06
E3010201,樣品基本資料,甘藍乾：高麗菜乾,蔬菜類,"生,鹽漬,混合均勻打碎",1.8,0.38,0.01,0.07
E3050101,樣品基本資料,酸甘藍菜：酸高麗菜,蔬菜類,"生,混合均勻打碎",0.22,0.04,0.0,0.01
E3100101,樣品基本資料,"甘藷葉：地瓜葉,番藷葉,過溝菜(藷同薯)",蔬菜類,"生鮮,去粗莖,混合均勻打碎",0.28,0.04,0.0,0.03
E3200101,樣品基本資料,"蚵仔白菜：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,尼龍白菜,皺(碎/曲)葉白菜,皺葉中蕓苔",蔬菜類,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",0.13,0.01,0.0,0.01
E3200201,樣品基本資料,"荷葉白菜：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",蔬菜類,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",0.14,0.02,0.0,0.01
E3200301,樣品基本資料,"葵扇白菜：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,江戶(門)白菜,黑葉白菜,扇子白菜,黑芥菜,排菜",蔬菜類,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",0.14,0.02,0.0,0.01
E3200401,樣品基本資料,"黑葉白菜(短梗)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",蔬菜類,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",0.15,0.02,0.0,0.01
E3200501,樣品基本資料,"千寶菜：小松菜,京菜,水菜,崧採,青崧菜,冬菜,雪菜,日本油菜",蔬菜類,"生鮮,混合均勻打碎",0.2,0.03,0.0,0.01
E3200601,樣品基本資料,"土植小白菜(1月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.1,0.01,0.0,0.01
E3200602,樣品基本資料,"土植小白菜(3月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.12,0.01,0.0,0.01
E3200603,樣品基本資料,"土植小白菜(4月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.13,0.02,0.0,0.01
E3200604,樣品基本資料,"土植小白菜(7月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.1,0.01,0.0,0.01
E3200605,樣品基本資料,"土植小白菜(10月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.11,0.01,0.0,0.01
E3200701,樣品基本資料,"水植小白菜(1月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.13,0.02,0.0,0.01
E3200702,樣品基本資料,"水植小白菜(4月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.13,0.02,0.0,0.01
E3200703,樣品基本資料,"水植小白菜(7月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.12,0.02,0.0,0.0
E3200704,樣品基本資料,"水植小白菜(10月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.12,0.01,0.0,0.01
E3200801,樣品基本資料,"有機小白菜(1月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.09,0.0,0.0,0.01
E3200802,樣品基本資料,"有機小白菜(4月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.14,0.02,0.0,0.01
E3200803,樣品基本資料,"有機小白菜(7月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.11,0.01,0.0,0.01
E3200804,樣品基本資料,"有機小白菜(10月取樣)：白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.13,0.01,0.0,0.01
E3200901,樣品基本資料,珍珠小白菜：珍珠白菜,蔬菜類,"生鮮,小白菜,去蒂頭,混合均勻打碎",0.11,0.01,0.0,0.01
E3201001,樣品基本資料,"油菜心：油菜花(苔),油菜花苔,苔芥,苔菜,油菜嬰",蔬菜類,"生鮮,混合均勻打碎",0.31,0.04,0.0,0.03
E3201101,樣品基本資料,"油菜：油菜心,胡菜,寒菜,青油菜,苔菜,苔芥,蕓苔,油菜子",蔬菜類,"生鮮,混合均勻打碎",0.12,0.01,0.0,0.01
E3201201,樣品基本資料,"土植青江菜(1月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.1,0.01,0.0,0.01
E3201202,樣品基本資料,"土植青江菜(3月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.11,0.02,0.0,0.0
E3201203,樣品基本資料,"土植青江菜(4月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.11,0.01,0.0,0.01
E3201204,樣品基本資料,"土植青江菜(7月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.15,0.02,0.0,0.01
E3201205,樣品基本資料,"土植青江菜(10月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.12,0.01,0.0,0.01
E3201301,樣品基本資料,"水植青江菜(1月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.12,0.02,0.0,0.01
E3201302,樣品基本資料,"水植青江菜(4月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.14,0.02,0.0,0.01
E3201303,樣品基本資料,"水植青江菜(7月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.14,0.02,0.0,0.01
E3201304,樣品基本資料,"水植青江菜(10月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.11,0.01,0.0,0.01
E3201401,樣品基本資料,"有機青江菜(1月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.1,0.01,0.0,0.01
E3201402,樣品基本資料,"有機青江菜(4月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.15,0.02,0.0,0.01
E3201403,樣品基本資料,"有機青江菜(7月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.21,0.03,0.0,0.01
E3201404,樣品基本資料,"有機青江菜(10月取樣)：青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜",蔬菜類,"生鮮,青江菜,混合均勻打碎",0.09,0.01,0.0,0.01
E3201501,樣品基本資料,"塔菇菜：烏塌菜,塌棵菜",蔬菜類,"生鮮,塔菇菜,混合均勻打碎",0.11,0.0,0.0,0.02
E3201601,樣品基本資料,廣島野菜,蔬菜類,"生鮮,廣島野菜,去蒂頭,混合均勻打碎",0.08,0.0,0.0,0.02
E33001,樣品平均值,"結球白菜平均值：大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",蔬菜類,"生鮮,結球白菜,數棵混合均勻打碎",0.17,0.02,0.0,0.01
E3300101,樣品基本資料,"煙台白菜：大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜(包頭蓮)",蔬菜類,"生鮮,結球白菜,長卵圓形,混合均勻打碎",0.14,0.02,0.0,0.01
E3300102,樣品基本資料,"迷你竹筍白菜：大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",蔬菜類,"生鮮,結球白菜,長卵圓形,混合均勻打碎",0.19,0.03,0.0,0.01
E3300103,樣品基本資料,"翠玉白菜：天津白菜,直筒白菜,長筒白菜,竹筒白菜",蔬菜類,"生鮮,結球白菜,圓筒形,混合均勻打碎",0.19,0.02,0.0,0.01
E3300104,樣品基本資料,"包心白菜：大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",蔬菜類,"生鮮,結球白菜,橢圓形,混合均勻打碎",0.14,0.02,0.0,0.01
E3300201,樣品基本資料,白菜芽：娃娃菜,蔬菜類,"生鮮,高冷蔬菜,去頭,混合均勻打碎",0.54,0.11,0.0,0.02
E3400101,樣品基本資料,白鳳菜：白蓊菜,蔬菜類,"生鮮,去粗梗,混合均勻打碎",0.27,0.04,0.0,0.02
E3400201,樣品基本資料,"紅鳳菜：紅蓊菜,紅菜,紅葉,紫背天葵,雙色三七草,天青地紅,地黃菜,腳目草",蔬菜類,"生鮮,去粗梗,混合均勻打碎",0.22,0.03,0.0,0.02
E3500101,樣品基本資料,"豆瓣菜：西洋菜,水芥(田/應/蕹)菜,無心芥(菜),廣東芥菜,微子蔊菜,風花菜,水生山葵菜,麥藍菜,角菜",蔬菜類,"生鮮,混合均勻打碎",0.21,0.03,0.0,0.02
E3600101,樣品基本資料,"明日葉：鹹草,明日草,長壽草,八丈草,還陽草,珍立草,海峰人參,天賜草",蔬菜類,"生鮮,混合均勻打碎",0.57,0.11,0.0,0.01
E3700101,樣品基本資料,"山芹菜：鴨兒芹,三葉芹,香山芹,蜀芹,細本山芹菜,楚芹,莖芹,山芹,山輕芹",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.27,0.0,0.02,0.02
E37002,樣品平均值,"芹菜平均值：旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",蔬菜類,"生鮮,本地種,去蒂及葉,數支混合均勻打碎",0.15,0.03,0.0,0.0
E3700201,樣品基本資料,"芹菜(青梗)：旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",蔬菜類,"生鮮,本地種,去蒂及葉,混合均勻打碎",0.12,0.02,0.0,0.0
E3700202,樣品基本資料,"芹菜(黃梗)：旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",蔬菜類,"生鮮,本地種,去蒂及葉,混合均勻打碎",0.18,0.03,0.0,0.0
E3700301,樣品基本資料,"西洋芹菜：美國芹菜,洋芹菜,金白芹菜,巨無霸芹菜",蔬菜類,"生鮮,西洋種,去蒂及葉,混合均勻打碎",0.11,0.02,0.0,0.0
E3800101,樣品基本資料,"大心芥菜：大心菜,菜心,大骨芥菜,大莖菜",蔬菜類,"生鮮,大心芥菜,去外皮,混合均勻打碎",0.13,0.02,0.0,0.01
E3800201,樣品基本資料,"大芥菜：芥菜,大心芥菜,大葉芥菜,長年菜,孤腰菜",蔬菜類,"生鮮,大芥菜,去粗根,混合均勻打碎",0.19,0.03,0.0,0.0
E3800301,樣品基本資料,"包心芥菜：包心刈菜,捲心芥菜",蔬菜類,"生鮮,包心芥菜,去外葉及粗莖,混合均勻打碎",0.17,0.02,0.0,0.01
E38004,樣品平均值,"芥菜平均值：刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",蔬菜類,"生鮮,芥菜,去蒂,數棵混合均勻打碎",0.19,0.03,0.0,0.01
E3800401,樣品基本資料,"芥菜：刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",蔬菜類,"生鮮,芥菜,去蒂,混合均勻打碎",0.18,0.03,0.0,0.01
E3800402,樣品基本資料,"雪裡蕻：雪裡(裏)紅,雪菜,多葉藺蕓苔,千筋葉菜,春不老",蔬菜類,"生鮮,芥菜,去蒂,混合均勻打碎",0.2,0.03,0.0,0.01
E3850101,樣品基本資料,梅乾菜,蔬菜類,"鹽漬發酵,混合均勻打碎",1.05,0.2,0.01,0.05
E3850201,樣品基本資料,"榨菜：榨菜藺蕓苔,四川榨菜,疙瘩菜,稜角菜,筆架菜,香爐菜,瘤菜",蔬菜類,"鹽漬發酵,混合均勻打碎",0.25,0.04,0.0,0.01
E3850301,樣品基本資料,"酸菜：鹹菜,鹼菜,醃(大/鹹)酸菜,大鹹菜,鹹菜仁",蔬菜類,"鹽漬發酵,混合均勻打碎",0.17,0.03,0.0,0.0
E3900101,樣品基本資料,"芥藍菜：芥蘭菜,格藍菜,綠葉甘藍,佛光菜,隔暝仔菜",蔬菜類,"生鮮,去粗莖,混合均勻打碎",0.2,0.03,0.0,0.01
E3900201,樣品基本資料,"芥藍芽：菜嬰,格藍菜嬰",蔬菜類,"生鮮,去梗皮,混合均勻打碎",0.26,0.04,0.0,0.02
E4000101,樣品基本資料,"芫荽：香菜,香荽,胡荽,蒝荽,芫蓑,松鬚菜",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.26,0.04,0.0,0.02
E4100101,樣品基本資料,"紅梗珍珠菜：角菜,香芹(甜)菜,山芹菜,甜菜,乳白艾,香甜菜,納艾香",蔬菜類,"生鮮,混合均勻打碎",0.37,0.05,0.01,0.02
E4200101,樣品基本資料,"食茱萸：刺楤,紅刺楤,刺江某,越椒,艾子,茱萸,刺公牡",蔬菜類,"生鮮,混合均勻打碎",1.27,0.23,0.0,0.11
E4300101,樣品基本資料,"香樁：椿,紅椿(樹),椿樹,杶,春芽(陽)樹,椿樗,櫄,虎目樹,大眼桐,栲,大紅椿樹",蔬菜類,"生鮮,混合均勻打碎",0.99,0.19,0.01,0.04
E4400101,樣品基本資料,"茴香：蘹香,小茴香,茴香子,臭蒝荽,客人蒝荽,香絲菜,茴香八角珠,蒝荽",蔬菜類,"生鮮,混合均勻打碎",0.24,0.04,0.0,0.02
E4500101,樣品基本資料,"馬齒莧：豬母乳(菜/草),寶釧菜,長命菜,荷蘭菜,馬尺莧,瓜子菜,五行(才)草,馬子菜,地馬菜,醬瓣頭草",蔬菜類,"生鮮,混合均勻打碎",0.14,0.01,0.0,0.01
E4600101,樣品基本資料,"茼蒿：茼蒿菜,春菊,打某(妻)菜,苳蒿菜,花冠菊,艾菜,蓬蒿,菊蒿菜,菊花菜,實盡菜",蔬菜類,"生鮮,混合均勻打碎",0.16,0.02,0.0,0.01
E4600201,樣品基本資料,"日本茼蒿：春菊,山茼蒿",蔬菜類,"生鮮,混合均勻打碎",0.15,0.01,0.0,0.02
E4600301,樣品基本資料,"昭和草：山茼蒿,野茼蒿,太子原,飛機草,神仙草",蔬菜類,"生鮮,混合均勻打碎",0.26,0.03,0.0,0.02
E4700101,樣品基本資料,"隼人瓜苗：隼人瓜鬚,佛手瓜苗(鬚),香櫞瓜苗(鬚),梨瓜苗(鬚),番瓜鬚(龍鬚菜是誤用)",蔬菜類,"生鮮,混合均勻打碎",0.24,0.03,0.0,0.03
E4800101,樣品基本資料,"白莧菜：杏菜,荇菜,莕菜,茵菜,白杏菜,白荇菜",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.17,0.02,0.0,0.01
E4800201,樣品基本資料,"紅莧菜：紅莧,虎菜,紅虎莧,赤莧,紅杏(荇)菜,赤杏菜,紫杏(莧)菜",蔬菜類,"生鮮,去蒂及粗莖,混合均勻打碎",0.22,0.03,0.0,0.02
E4800301,樣品基本資料,"野莧菜：野莧(杏),綠莧,豬莧,鳥仔莧(杏),假莧(杏)菜,山荇(杏,莧)菜,",蔬菜類,"生鮮,混合均勻打碎",0.41,0.04,0.0,0.06
E4900101,樣品基本資料,"紫蘇：蘇草,紅(赤/綠/青)紫蘇,桂荏",蔬菜類,"生鮮,去莖,取葉片,混合均勻打碎",0.71,0.11,0.01,0.05
E5000101,樣品基本資料,"菠菜：菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.18,0.02,0.0,0.02
E5000201,樣品基本資料,"菠菜(葉)：菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",蔬菜類,"生鮮,去蒂頭及莖,混合均勻打碎",0.24,0.02,0.0,0.03
E5000301,樣品基本資料,"冷凍菠菜：菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",蔬菜類,混合均勻打碎,0.17,0.02,0.0,0.02
E5100101,樣品基本資料,"菾菜：葉用甜菜,莙薘菜,牛皮菜,豬乸菜",蔬菜類,"生鮮,混合均勻打碎",0.21,0.03,0.0,0.02
E5100201,樣品基本資料,"黃金菾菜：黃金火焰菜,君達菜,甜菜",蔬菜類,"生鮮,去蒂頭,混合均勻打碎",0.18,0.02,0.0,0.02
E5200101,樣品基本資料,"落葵：皇宮菜,蟳菜,胭(臙)脂菜,紅落葵,潺菜,蔠菜,藤葵,藤菜,天葵,御菜,牛皮凍",蔬菜類,"生鮮,白落葵,混合均勻打碎",0.33,0.06,0.0,0.02
E5200201,樣品基本資料,"藤三七：洋落葵,蔓安迪,落葵安迪,藤子三七,雲南白藥,小年藥,馬德拉藤,金錢珠,中枝蓮(習以川七誤稱)",蔬菜類,"生鮮,洋落葵,混合均勻打碎",0.21,0.03,0.0,0.01
E53001,樣品平均值,"不結球萵苣平均值：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,不結球萵苣,去蒂頭,數棵混合均勻打碎",0.16,0.02,0.0,0.01
E5300101,樣品基本資料,"奶油萵苣(日本種)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,不結球萵苣,去蒂頭,混合均勻打碎",0.16,0.02,0.0,0.01
E5300102,樣品基本資料,"紅葉萵苣(荷蘭種）：彩葉萵苣,彩色媚仔菜,紅色萵苣菜,紅萵仔菜",蔬菜類,"生鮮,不結球萵苣,去蒂頭,混合均勻打碎",0.16,0.02,0.0,0.01
E5300103,樣品基本資料,"廣東萵苣：皺葉萵苣,縮葉萵苣,皺萵仔菜,皺妹菜",蔬菜類,"生鮮,不結球萵苣,混合均勻打碎",0.2,0.04,0.0,0.01
E5300104,樣品基本資料,"蘿美萵苣：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣(大陸妹)",蔬菜類,"生鮮,不結球萵苣,去蒂頭,混合均勻打碎",0.13,0.02,0.0,0.01
E5300201,樣品基本資料,"土植本島萵苣(1月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.17,0.02,0.0,0.01
E5300202,樣品基本資料,"土植本島萵苣(3月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.18,0.03,0.0,0.0
E5300203,樣品基本資料,"土植本島萵苣(4月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.17,0.03,0.0,0.0
E5300204,樣品基本資料,"土植本島萵苣(7月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.23,0.04,0.0,0.01
E5300205,樣品基本資料,"土植本島萵苣(10月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.14,0.02,0.0,0.01
E5300301,樣品基本資料,"水植本島萵苣(1月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.14,0.02,0.0,0.01
E5300302,樣品基本資料,"水植本島萵苣(4月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.15,0.02,0.0,0.01
E5300303,樣品基本資料,"水植本島萵苣(7月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.13,0.01,0.0,0.01
E5300304,樣品基本資料,"水植本島萵苣(10月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.12,0.01,0.0,0.01
E5300401,樣品基本資料,"有機本島萵苣(1月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.15,0.02,0.0,0.01
E5300402,樣品基本資料,"有機本島萵苣(4月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.19,0.03,0.0,0.01
E5300403,樣品基本資料,"有機本島萵苣(7月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.17,0.02,0.0,0.01
E5300404,樣品基本資料,"有機本島萵苣(10月取樣)：葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",蔬菜類,"生鮮,本島萵苣,混合均勻打碎",0.15,0.02,0.0,0.01
E5300501,樣品基本資料,"水植波士頓萵苣：半結球萵苣,美國萵苣菜,親青沙拉生菜,西洋生菜,西洋萵苣菜",蔬菜類,"生鮮,半結球萵苣,混合均勻打碎",0.08,0.0,0.0,0.01
E5300601,樣品基本資料,"結球萵苣：球萵苣,包心萵苣,捲心萵苣,生菜,包心媚仔菜,結球妹仔菜",蔬菜類,"生鮮,結球萵苣,混合均勻打碎",0.13,0.02,0.0,0.0
E5400101,樣品基本資料,"豌豆苗：豆苗,豆鬚,荷蘭豆苗(鬚),飛龍豆苗",蔬菜類,"生鮮,混合均勻打碎(高山嫩豆苗)",0.31,0.04,0.0,0.03
